doy,TMAX,TMIN,TAVG,PRCP
1,0.951699215446783,0.13165378518372164,0.5416765003152524,0.75
2,0.9484814939302001,0.12154354799747914,0.5350125209638396,0.0
3,0.9461875424400444,0.11348037759402538,0.5298339600170349,0.0
4,0.9420536282242379,0.10861927615367017,0.525336452188954,0.0
5,0.9353285844442669,0.1043613720802419,0.5198449782622544,0.125
6,0.9335749927272736,0.0988571595574009,0.5162160761423373,0.0
7,0.9287604977108256,0.09610828829606002,0.5124343930034427,0.0
8,0.9240757754886034,0.09239674251114467,0.508236258999874,0.0833333333333333
9,0.9231943061504128,0.09164801976666107,0.5074211629585369,0.0
10,0.9274162285851426,0.09198479726154725,0.5097005129233448,0.0
11,0.9268291353853855,0.09168318314743314,0.5092561592664092,0.0
12,0.9273937825325326,0.09201206671850422,0.5097029246255184,0.0
13,0.9308697109609609,0.08995491581760331,0.5104123133892822,0.0
14,0.9299643280780782,0.08785011276455026,0.5089072204213142,0.25
15,0.9233865277777779,0.08615328443622192,0.5047699061069999,0.0
16,0.9181186574074075,0.08422103368547118,0.5011698455464393,0.0
17,0.9085798611111111,0.08359297485364521,0.4960864179823781,0.0
18,0.8987368055555557,0.081560815640861,0.4901488105982083,0.0
19,0.8934163425925926,0.07688028521758059,0.4851483139050866,0.0
20,0.8942243055555555,0.07307986292028329,0.4836520842379194,0.0
21,0.8887220833333334,0.06947149630366667,0.47909678981849996,0.75
22,0.8879054166666668,0.06780770125862162,0.4778565589626442,0.0
23,0.88786125,0.06615558977213515,0.47700841988606757,1.0
24,0.8837577314814814,0.06327946940176478,0.4735186004416231,0.25
25,0.8834866666666665,0.059140063871234244,0.47131336526895046,0.0
26,0.8954715740740741,0.05793929435171472,0.47670543421289435,0.0
27,0.9039947685185186,0.04685217129115416,0.4754234699048363,0.0
28,0.9223862500000001,0.03501143630616918,0.4786988431530846,0.0
29,0.9462504166666666,0.032686751120983994,0.4894685838938253,0.0
30,0.9753979166666666,0.03408059521507809,0.5047392559408723,0.0
31,0.9956529166666666,0.031779335955818826,0.5137161263112427,0.0
32,1.0049390277777777,0.02087693869554486,0.5129079832366613,0.2
33,1.0189004166666666,0.008863678560409725,0.5138820476135382,0.55
34,1.038402361111111,0.0002900952270763914,0.5193462281690937,0.0
35,1.05560375,0.00791564740425357,0.5317596987021268,0.0
36,1.0838740277777776,0.016340077515872038,0.5501070526468249,0.0
37,1.1199129166666666,0.021786744902436685,0.5708498307845516,0.0
38,1.16550375,0.024053691223758007,0.5947787206118791,0.0
39,1.2141567129629631,0.04470129307560986,0.6294290030192864,0.0
40,1.2324576388888888,0.053397309717251505,0.6429274743030701,0.3
41,1.2351779166666668,0.04868518008762188,0.6419315483771443,0.45
42,1.2478770833333332,0.048216712870404646,0.648046898101869,0.5
43,1.2450709722222222,0.05737571750003429,0.6512233448611282,0.05
44,1.2538379166666664,0.0570345323148491,0.6554362244907579,0.375
45,1.2668231944444444,0.05938573914668093,0.6631044667955627,0.5
46,1.2679965728228229,0.06742774804997222,0.6677121604363976,1.5
47,1.2843849582243536,0.08632120314890675,0.68535308068663,0.5
48,1.2916929825389905,0.10895142268295692,0.7003222026109738,0.0
49,1.2944864657802964,0.13103891981718793,0.7127626927987422,0.75
50,1.29373870132229,0.13712582798341869,0.7154322646528543,0.0
51,1.286007386297588,0.142578554447731,0.7142929703726594,0.0
52,1.276718476097065,0.14846493099219413,0.7125917035446295,0.0
53,1.256749985590429,0.15806854948972393,0.7074092675400764,0.0
54,1.2330076890196646,0.14865478112458458,0.6908312350721246,1.5
55,1.2267005992686237,0.15115416740943827,0.6889273833390309,0.0
56,1.2366350974765088,0.16517318093909694,0.7009041392078028,0.0
57,1.239397929380994,0.1899731988602439,0.7146855641206188,0.5
58,1.2449703308146856,0.207746198624409,0.7263582647195473,1.5
59,1.2329686108689335,0.22467577372024217,0.7288221922945878,1.45
60,1.2172066259808196,0.2325173061142058,0.7248619660475127,3.0
61,1.224703865155478,0.23589121059203755,0.7302975378737578,2.5
62,1.2300582142018288,0.24227291567869738,0.7361655649402631,0.0
63,1.2425325675874723,0.24700878819364755,0.7447706778905601,0.5
64,1.2614731371893326,0.2505338973392701,0.7560035172643015,0.5
65,1.2771875370730872,0.25374203174095294,0.7654647844070201,4.1
66,1.2942163077792772,0.2620262618235701,0.7781212848014236,1.5
67,1.302446037509007,0.26979479272743023,0.7861204151182186,0.0
68,1.3146598561663743,0.27767838190653416,0.7961691190364542,0.0
69,1.3353916201884608,0.28749440338537047,0.8114430117869156,0.5
70,1.3651943664831423,0.300771142459747,0.8329827544714448,0.8
71,1.3799453109760225,0.31477911494836464,0.8473622129621936,0.0
72,1.395322962821416,0.3229280762992427,0.8591255195603295,0.5
73,1.4065651889184811,0.33142498713596796,0.8689950880272245,0.5
74,1.4259873045825322,0.33978476231263444,0.8828860334475833,0.5
75,1.443730838438969,0.3501840960065329,0.896957467222751,0.0
76,1.4605994812753542,0.3646645718164441,0.912632026545899,0.0
77,1.4780873292647487,0.3794084697711187,0.9287478995179337,1.0
78,1.497952509624074,0.3956104327148833,0.9467814711694786,0.1428571428571428
79,1.5083528292985873,0.4126084501905057,0.9604806397445463,0.5
80,1.52801448288766,0.4303018369336236,0.9791581599106418,7.1
81,1.5419850219751345,0.4459562257615653,0.99397062386835,1.5
82,1.5612002936984708,0.46073336525191727,1.0109668294751941,0.5
83,1.578061707531659,0.4731080890698581,1.0255848983007585,0.0
